,Category,Text
2205,Deactivated,"Please be aware that I have left the company.
My e-mail will not be forwarded, so please contact the team, and I am confident that they will support you.
Best regards & stay safe
Ann"
2206,SeekingMoreInfo,"We are looking for Nursing staff , If you have GNM,BSC Nursing staff
please let us know.
feel free to contact for same."
2207,ConnectLater,will revert back soon
2208,ConnectLater,"Thank you for your email Pooja.
At the moment we do not have any requirements. We shall revert back if any
requirements in near future."
2209,OutOfOffice,"I am currently out of the office, returning on Monday August 24th. Best wishes, Chris.
This e-mail is for the sole use of the intended recipient and contains information that may be privileged and/or confidential. If you are not an intended recipient, please notify the sender by return e-mail and delete this e-mail and any attachments. Certain required legal entity disclosures can be accessed on our website: https://www.thomsonreuters.com/en/resources/disclosures.html"
2210,Unsubscribed,Not interested
2211,Unsubscribed,"Not interested
Thanks"
2212,Unsubscribed,"No, thank you"
2213,Deactivated,"Yes I did receive the email
I think the job would be out of my area and maybe mean moving.
Thank you for letting me know"
2214,ConnectLater,"Good evening to you, we have reviewed all your mails and proposals, please
note that we have shifted all our projects to Q1 2021 and we are not
initiating anything now for the Q4 2020 due to the pandemic situations.
Would be in touch soon next year, Regards, MM"
2215,ConnectLater,"Harshita, I am under personal exergency ....Will soon reply."
2216,OutOfOffice,"Thank you for your email.
I am currently out of office for customer visit with limited access of mails, so you can expect delay in response."
2217,OutOfOffice,Thank you for your email - On Friday 11th and Monday 14th September I'm on annual leave. I will respond to your request on my return
2218,ConnectLater,"As per your trailing mail i have gone through your quotations, but i am
pleased to tell you that we are already using oil purification units
supplied by your company. In future, if there is any need we will contact
you for sure."
2219,OutOfOffice,"Thank you for your email. I am traveling on vacation out of the country and will be unable to respond timely to your email. I will return to the office on Monday 12/23 after which the Deloitte offices will be closed for the holidays through January 3, 2020."
2220,OutOfOffice,"I will be out of the office Friday 8/07 Morgan Carter has access to my emails and will be repsonding on my behalf. If you need immediate assistance, you can reach her directly at 661.323.8195 or morgan@westwaysstaffing.com"
2221,OutOfOffice,On PTO
2222,ConnectLater,"Appreciate receiving your mail,
I am quite aware of the amazing work your company does but unfortunately for now we are not looking forward to upgrade the software,
Would surely contact you once we decide to go ahead with automation."
2223,OutOfOffice,"Dear Sender, Thank you for your message.
I'm off without mail access for Easter Public holidays. Will reply upon my return on Tuesday April 14th.
Best regards,
Luca"
2224,OutOfOffice,"I am out of the office. I will return to the office on 10/26/2020. If there is a need to contact me immediately, please reach out to me email or the number below."
2225,ConnectLater,"Currently due to covid-19 our plant is in lock down, so we will let you know our requirement after lockdown period ends."
2226,OutOfOffice,"Thank you for your email. I will be out of the office until Wednesday, October 28th and will have limited access to email. I will get back to you as quickly as I can. If you need immediate assistance, please contact Cindy Ash cash@techproviders.com
Thank you,"
2227,OutOfOffice,Thank you for your message. I am currently out of the office and will respond to your note when I return.
2228,Deactivated,"Thank you for your email.
This is not my area of experience, yes I do have experience in some of the aspects of the position but not all. My field is mainly in the area of Gas Turbines i.e. Maintenance, fault finding, operation, planning etc. Also in live many miles from this area (Manchester).
Again I thank you for your email, but feel I am not the right person for this role."
2229,OutOfOffice,"Thanks for your e-mail,
Today I am on leave, Hence expecting delay in respond on your email."
2230,OutOfOffice,"I will be away from the office on Friday, September 18th. If your email is urgent, contact me directly on my cell 250.517.0552.
Mark Bunz, CEO Dinoflex Group LP"
2231,OutOfOffice,I will be out of the office until 9/14/20 with limited access to emails. If you need immediate attention please call the office at 800-332-6648.
2232,OutOfOffice,"Thanks for your mail, I will be out of office today 02/03/2020 and will have limited access to email. if this is urgent, please contact Gaurav Virmani at gaurav.virmani@hkstrategies.com of 95407 60652. i will do best to respond to your email when i return on 03/03/2020./"
2233,OutOfOffice,"I am currently out of the office, returning September 14th. Please allow a few hours for a response to emails and calls. For immediate assistance please call +1 330 562 1440."
2234,OutOfOffice,"I'm OUT OF OFFICE coming back on monday 21/september
During OOO I'll not have access to mails and phone calls."
2235,OutOfOffice,I am out of the office
2236,AgreedToMeet,"Hello, I am Interested."
2237,ReferredSomeone,"Thank you for your email, I no longer work with Life Care, if you have any queries please contact Nichole Tierney GM People and Culture Nichole.tierney@lifecare.org.au<mailto:Nichole.tierney@lifecare.org.au>"
2238,Unsubscribed,I am not interested.
2239,Deactivated,"Thank you very much for your email.
Unfortunately we are not interested in your services.
Have a great day!"
2240,OutOfOffice,Thank you for your email. I am out of office and have limited email access. I will respond to you after I return on Dec 2.
2241,SeekingMoreInfo,We have all the facilities required for this HR Services. We can do this at our home. We are looking to invest in the range of 50000 to 1lakh. Do you have a business plan for this?
2242,OutOfOffice,"Thanks for your message. I am currently out of office
Your mail is not forwarded. Will be back in the office Thursday, Sept 7"
2243,OutOfOffice,"I am out of the office on the 14th Jan....Pls expect a delay in my response.
Thanks,
Satya"
2244,Unsubscribed,Please take me off your list. We don‚Äôt produce any scrap metal.
2245,OutOfOffice,"please be informed that I am out of office and not reachable by phone. I shall respond to your e-mails and other inquiries as soon as I'm back to the office 28th of December.
Regards,
Mateusz"
2246,OutOfOffice,"Thank you for your email, I'm out of office with no access to email. I will respond when I return Monday Nov 18th."
2247,ConnectLater,Send me your brochure. Will let know later.
2248,Deactivated,We are not looking for any right now. Thanks.
2249,Unsubscribed,stop
2250,OutOfOffice,"I'm out of the office Thursday, 6/25 through Friday, 7/3 with limited access to e-mail. If urgent please try me on my cell at 203-247-4694.
Thanks,
Doug"
2251,Unsubscribed,I am not sure why you are reminding me again and again .
2252,Unsubscribed,"Thanks for reaching out Riya, but we do not enroll anyone for our staffing requirements anymore."
2253,ConnectLater,Thanks for your interest and reaching out us. We will get in touch with you if we need any such services in future.
2254,SeekingMoreInfo,Who will be the Trainer? How you will connect with the Sales and Marketing Team Members?
2255,OutOfOffice,I will be away from my office Friday July 7th with limited access to email and phone. Please expect a delay in my reply.
2256,OutOfOffice,I'm currently out of the office so my response to your email may be delayed. Thank you.
2257,OutOfOffice,I am in holidays until the 2nd of November.
2258,OutOfOffice,"I am OOO. I will respond upon my return on 30 Nov.
Pls reach me on mobile for urgent matter.
Thanks"
2259,OutOfOffice,Thanks for the mail. I am not in office today; there might be delay in response
2260,Unsubscribed,No thank you
2261,OutOfOffice,"I am on leave from 11 December 2019 to 30
June 2020 and will have no access
to emails and calls."
